,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY
,date,open,high,low,close,adjusted_close,volume,macd,macd_diff,macd_signal,bb_mavg,bb_hband,bb_lband,bb_hband_ind,bb_lband_ind,vwap,stoch_rsi,stochrsi_d,stochrsi_k
7178,2021-08-02,440.34,440.93,437.21,437.59,427.7224,58783301,3.3270762301496006,-0.05847355482622918,3.38554978497583,435.521,443.19715763264946,427.84484236735057,0.0,0.0,434.54977885660225,0.5938495355083028,0.7005001313367636,0.6791436366308302
7179,2021-08-03,438.44,441.28,436.1,441.15,431.2021,58053898,3.4088386292502264,0.018631075419517362,3.390207553830709,435.93199999999996,443.8844954574827,427.9795045425172,0.0,0.0,434.7305812969324,0.8534853642771223,0.6980776725202192,0.7071732312628239
7180,2021-08-04,439.78,441.1243,438.73,438.98,429.081,46732207,3.260944911972956,-0.10341011348620244,3.3643550254591585,436.158,444.18685944585434,428.1291405541457,0.0,0.0,434.99557604891055,0.65178596089612,0.6953412738180562,0.6997069535605142
7181,2021-08-05,440.22,441.85,439.88,441.76,431.7983,38969660,3.329678382345776,-0.02774131449070616,3.357419696836482,436.7,444.70479106543604,428.69520893456394,0.0,0.0,435.44673628860744,0.8257914799698209,0.7279670399570085,0.777020935047687
7182,2021-08-06,442.1,442.94,441.8,442.49,432.5119,46930008,3.403817957340493,0.037118608403208686,3.3666993489372845,437.0485,445.4161287561821,428.6808712438179,0.0,0.0,437.56682905345247,0.7634210331200282,0.7412424599789523,0.7469994913286556
7183,2021-08-09,442.46,442.795,441.31,442.13,432.16,41222594,3.394396621996293,0.022157818447206434,3.3722388035490867,437.30100000000004,445.95699884480626,428.6450011551938,0.0,0.0,438.899838309794,0.5533747502332222,0.7460720602724553,0.714195754441023
7184,2021-08-10,442.61,443.44,441.88,442.68,432.6976,43339281,3.3922072951939413,0.015974793315883584,3.3762325018780577,437.6555,446.5787762481774,428.73222375182263,0.0,0.0,439.6135517124796,0.652253248880416,0.7058483077269667,0.6563496774112213
7185,2021-08-11,443.82,443.882,442.62,443.78,433.7728,44034340,3.4395836654177856,0.050680930831782156,3.3889027345860034,438.03249999999997,447.3146072500423,428.75039274995765,0.0,0.0,440.155112163375,0.8524098120316608,0.6855193451891144,0.6860126037150988
7186,2021-08-12,443.62,445.2572,442.66,445.11,435.0728,38942422,3.543601235645383,0.12375880084750346,3.4198424347978795,438.5505,448.1914262522482,428.9095737477518,0.0,0.0,440.49383363511157,1.0,0.7257499893656706,0.8348876869706915
7187,2021-08-13,445.59,445.94,445.07,445.92,435.8645,39470246,3.649328947525703,0.1835892101822587,3.465739737343444,439.2795,448.8338361360844,429.72516386391555,0.0,0.0,440.7908470859516,1.0,0.8239011871210034,0.9508032706772195
7188,2021-08-16,444.53,447.11,442.87,446.97,436.8909,73930867,3.7743369389132226,0.2468777612558224,3.5274591776574002,440.3795,447.9506121376777,432.8083878623223,0.0,0.0,441.5433753267813,1.0,0.9285636525493036,1.0
7189,2021-08-17,444.24,444.96,440.85,444.04,434.0269,92673930,3.5955330924057876,0.05445913179870976,3.541073960607078,441.0285,447.4274195182696,434.62958048173044,0.0,0.0,441.9551577919935,0.28970357670379526,0.9046792654150502,0.763234525567931
7190,2021-08-18,442.96,444.625,438.92,439.18,429.2765,89351930,3.0267775648867996,-0.41143711657622273,3.4382146814630223,441.26000000000005,447.00639017134165,435.51360982865845,0.0,0.0,441.9084115753759,0.0,0.7310452392675096,0.4299011922345976
7191,2021-08-19,436.27,441.14,436.12,439.86,429.9412,92812250,2.600923204980006,-0.6698331811864131,3.2707563861664193,441.48,446.6269796969963,436.33302030300376,0.0,0.0,441.8456780355108,0.06898050256149783,0.43756569251920857,0.1195613597550969
7192,2021-08-20,440.23,443.71,439.71,443.36,433.3623,72008711,2.5168387554236915,-0.6031341045941825,3.119972860017874,441.651,446.8091969719362,436.4928030280638,0.0,0.0,442.11691269786246,0.39648326700367637,0.23487238061491733,0.15515458985505726
7193,2021-08-23,445.16,448.23,443.4355,447.26,437.1743,54973039,2.7333898134018,-0.30926643729285974,3.0426562506946597,441.963,447.65774880932355,436.2682511906765,0.0,0.0,442.5851120145244,0.6977784261739751,0.22082111606329002,0.3877473985797157
7194,2021-08-24,447.97,448.54,447.42,447.97,437.8683,38744711,2.9285407583886354,-0.09129239384481957,3.019833152233455,442.41099999999994,448.501986455517,436.3200135444829,0.0,0.0,443.0159506024656,0.7480751206060892,0.38567141989867304,0.614112271261246
7195,2021-08-25,448.17,449.457,447.77,448.91,438.7871,40529711,3.1230488690377456,0.08257257344343216,3.0404762955943134,442.91499999999996,449.39317412557676,436.43682587442316,0.0,0.0,443.3905885294069,0.8156941503406826,0.5852363007381811,0.7538492323735815
7196,2021-08-26,448.61,448.86,446.16,446.26,436.1969,57829566,3.028454951523031,-0.009617075257026375,3.0380720267800574,443.1955,449.7425435313424,436.64845646865757,0.0,0.0,443.707893936287,0.48390185276851,0.6835061816244181,0.6825570412384264
7197,2021-08-27,447.12,450.65,447.06,450.25,440.0969,77235109,3.2381211990368683,0.16003933780544877,3.0780818612314196,443.78249999999997,450.64164827083454,436.9233517291654,0.0,0.0,444.29282244530873,0.7810631078226098,0.7099864368630916,0.6935530369772666
7198,2021-08-30,450.97,453.07,450.71,452.23,442.0322,48357359,3.5234366784390545,0.35628385376610794,3.1671528246729466,444.51449999999994,451.6913557879681,437.33764421203176,1.0,0.0,444.8077944011666,0.9101753062377806,0.7003856112751086,0.7250467556096326
7199,2021-08-31,452.13,452.49,450.92,451.56,441.3773,59300207,3.6533740292135803,0.38897696363250667,3.2643970655810737,445.035,452.65651034909047,437.4134896509096,0.0,0.0,445.3407189859101,0.8247778172549498,0.752423956564004,0.8386720771051127
7200,2021-09-01,452.56,453.11,451.545,451.8,441.6119,48721379,3.7326882039888005,0.3746329107261812,3.3580552932626193,445.67600000000004,453.30910788612954,438.04289211387055,0.0,0.0,445.7591628248951,0.8419626995269759,0.8075635912404379,0.858971941006568
7201,2021-09-02,453.32,454.05,451.91,453.19,442.9706,42830871,3.8631743727843855,0.40409526361741266,3.459079109166973,446.24750000000006,454.3210936856702,438.17390631432994,0.0,0.0,446.1154485027515,0.9426324957439127,0.8558116740956532,0.8697910041752787
7202,2021-09-03,451.98,453.63,451.55,453.08,442.8631,47234359,3.912607418162338,0.36282264719629165,3.5497847709660464,446.77700000000004,455.1778501951465,438.3761498048536,0.0,0.0,446.51881736791427,0.9824767727542658,0.8837067559522991,0.9223573226750507
7203,2021-09-07,452.71,452.81,450.7423,451.46,441.2796,51671527,3.777518124163123,0.1821866825576608,3.5953314416054623,447.2434999999999,455.5964019508965,438.89059804910335,0.0,0.0,447.20778232163207,0.724011802780132,0.8917295613143663,0.8830403570927693
7204,2021-09-08,450.89,451.67,448.86,450.91,440.742,56181910,3.584755650241675,-0.008460633091030179,3.5932162833327053,447.6549999999999,455.8779666180333,439.4320333819665,0.0,0.0,448.1548628394553,0.6092127010519427,0.8590993684321999,0.7719004255287794
7205,2021-09-09,450.7,452.57,448.72,448.98,438.8555,57970406,3.238918889759077,-0.2834379148589026,3.5223568046179796,447.9150000000001,455.9583065340874,439.87169346591276,0.0,0.0,449.426314236808,0.0,0.6997829835218576,0.44440816794402416
7206,2021-09-10,451.04,451.49,445.31,445.44,435.3954,89948172,2.648660243913696,-0.6989572485634272,3.347617492477123,447.93149999999997,455.9530466713902,439.90995332860973,0.0,0.0,449.8604824805221,0.0,0.4731264979411501,0.20307090035064676
7207,2021-09-13,448.64,448.92,444.11,446.58,436.5096,83738648,2.2469628975230194,-0.8805236759632833,3.1274865734863027,447.96449999999993,455.958056092334,439.97094390766586,0.0,0.0,449.7566849039177,0.12580750173394117,0.22980496740199466,0.04193583391131291
7208,2021-09-14,448.12,448.34,443.22,444.17,434.154,78197133,1.7143856273021356,-1.1304807569473336,2.8448663842494692,447.8245,455.9792764531771,439.6697235468229,0.0,0.0,449.41852939005724,0.0,0.09564752272442427,0.04193583391131291
7209,2021-09-15,444.62,448.41,443.44,447.88,437.7803,78792227,1.5735414910629402,-1.0170599145492232,2.5906014056121633,448.0165,455.984501694358,440.048498305642,0.0,0.0,449.19610023618253,0.3449061468472424,0.08025873911656214,0.15690454952706037
7210,2021-09-16,447.32,448.36,444.02,447.17,437.0863,77786734,1.3886232476725127,-0.9615825263517208,2.3502057740242335,448.416,455.2991109246686,441.5328890753314,0.0,0.0,449.0994125163942,0.27710349408263835,0.1353923101383332,0.2073365469766261
7211,2021-09-17,444.92,445.37,441.02,441.4,432.8288,118425000,0.7676346154131011,-1.266056926888906,2.033691542302007,448.49300000000005,455.01659747388607,441.96940252611404,0.0,1.0,448.2612931490192,0.0,0.19052588116010427,0.2073365469766261
7212,2021-09-20,434.88,436.56,428.86,434.04,425.6117,166445500,-0.314765419723642,-1.8787655696205194,1.5640001498968774,448.02700000000004,456.8699069881625,439.1840930118376,0.0,1.0,445.7116386511339,0.0,0.169013641771377,0.09236783136087863
7213,2021-09-21,436.53,437.91,433.07,433.63,425.2097,92526109,-1.1919191176829145,-2.2047354140638333,1.012816296380919,447.3455,458.1933707127847,436.4976292872153,0.0,1.0,444.46843520436744,0.0,0.09990145944583499,0.0
7214,2021-09-22,436.05,440.03,433.747,437.86,429.3575,102350094,-1.5281287771360894,-2.032756058813607,0.5046272816775174,446.84000000000003,458.4404793004984,435.23952069950167,0.0,0.0,443.49212052945654,0.23620548679105266,0.057034331208187426,0.0787351622636834
7215,2021-09-23,439.85,444.89,439.6,443.18,434.5742,76395984,-1.3497388661419905,-1.4834929182556063,0.13375405211361585,446.5535,458.21818735120195,434.888812648798,0.0,0.0,443.0838230002756,0.48204249298929697,0.10605038517459979,0.23941599326011573
7216,2021-09-24,441.44,444.67,441.21,443.91,435.29,62094840,-1.13635943312795,-1.0160907881932528,-0.12026864493469734,446.43600000000004,458.1573521404867,434.7146478595134,0.0,0.0,442.7101732029551,0.5880499657009424,0.25119460133918753,0.4354326484937632
7217,2021-09-27,442.81,444.05,441.9,442.64,434.0447,61371113,-1.05754239093028,-0.749818996796466,-0.3077233941338139,446.05550000000005,457.7509512098205,434.3600487901796,0.0,0.0,442.3328658222361,0.5534284636688162,0.4053407608467434,0.5411736407863511
7218,2021-09-28,439.69,440.04,432.94,433.72,425.2979,130436305,-1.6953063334714216,-1.1100663514700861,-0.5852399820013354,445.13,457.62661554186934,432.63338445813065,0.0,0.0,441.2828835290557,0.2212011862471897,0.47694427593969885,0.4542265385389819
7219,2021-09-29,435.19,437.04,433.85,434.45,426.0137,82329211,-2.117425589496804,-1.225748485996375,-0.8916771035004292,444.2745,457.2275451632537,431.3214548367463,0.0,0.0,440.49993665520265,0.3087070113933231,0.4521707999205918,0.36111222043644214
7220,2021-09-30,436.02,436.77,428.78,429.14,420.8068,140506000,-2.8476053417731464,-1.5647425906181738,-1.2828627511549726,443.1415,457.1818209009371,429.1011790990629,0.0,0.0,439.11063602765853,0.06480914998141016,0.33785929161646594,0.1982391158739735
7221,2021-10-01,430.98,436.0329,427.23,434.24,425.8078,129240094,-2.980394545502236,-1.3580254354778107,-1.622369110024425,442.19399999999996,455.94872486098103,428.4392751390189,0.0,0.0,438.0539505680818,0.4422606679319956,0.2770923153597749,0.27192560976890884
7222,2021-10-04,433.0,433.96,426.36,428.64,420.3166,128570000,-3.4971907074495334,-1.4998572779400865,-1.997333429509447,440.97200000000004,454.9813006249881,426.962699375012,0.0,0.0,436.9192228576657,0.19473952245194062,0.2347003908104435,0.23393644678844797
7223,2021-10-05,430.24,435.49,429.39,433.1,424.6899,90682523,-3.5064504843888926,-1.2072936439035566,-2.299156840485336,440.054,453.5922294263795,426.51577057362044,0.0,0.0,436.1330383630386,0.5237421364926876,0.29759205517207693,0.38691410895887374
7224,2021-10-06,429.27,435.1199,427.54,434.9,426.455,113032203,-3.330156002111835,-0.8247993293011993,-2.5053566728106356,439.2535000000001,451.99958375154074,426.50741624845944,0.0,0.0,435.3192683302982,0.699676523812849,0.3645233166666045,0.4727193942524916
7225,2021-10-07,438.39,441.68,438.2,438.66,430.142,72437508,-2.854140028793722,-0.2790266847864693,-2.575113344007253,438.7375,450.6768096534636,426.79819034653644,0.0,0.0,434.9340076668922,0.9563620419296716,0.5287423568743669,0.7265935674117352
7226,2021-10-08,439.48,439.89,437.19,437.86,429.3575,74557398,-2.512484892675161,0.050102761065673906,-2.562587653740835,438.3585,449.89721097659043,426.81978902340956,0.0,0.0,435.33822962164453,0.9046346216808097,0.6842902302684454,0.8535577291411092
7227,2021-10-11,437.16,440.26,434.62,434.69,426.2491,65233289,-2.4690515536343014,0.07482888008522703,-2.5438804337195284,437.764,448.759503444649,426.768496555351,0.0,0.0,435.42898222458774,0.679337483263659,0.8089764485036302,0.846778048958046
7228,2021-10-12,435.67,436.1,432.78,433.62,425.1998,71181156,-2.4922413700139145,0.041311250964491286,-2.533552620978406,437.2365000000001,447.9610163527913,426.51198364720887,0.0,0.0,435.2191478298084,0.6079145807311894,0.8103215577747913,0.7306288952252186
7229,2021-10-13,434.71,436.05,431.54,435.18,426.7296,72973984,-2.357563974071809,0.14079091752527795,-2.498354891597087,436.60149999999993,446.1718380818697,427.0311619181302,0.0,0.0,434.7319156135431,0.7426719626069711,0.7513494287946235,0.6766413422006057
7230,2021-10-14,439.08,442.66,438.58,442.5,433.9074,70236828,-1.6412490459226206,0.685684676539573,-2.3269337224621935,436.36800000000005,445.08540236545764,427.65059763454246,0.0,0.0,434.67651013652005,1.0,0.7302663617350702,0.7835288477793861
7231,2021-10-15,444.75,446.26,444.09,445.87,437.212,66260211,-0.7924980447126586,1.227548542199628,-2.0200465869122866,436.5915,446.0141689956342,427.1688310043658,0.0,0.0,434.83598990903045,1.0,0.7914647258385493,0.9142239875356563
7232,2021-10-18,443.97,447.55,443.27,447.19,438.5063,62213230,-0.013191727015737342,1.6054838879172395,-1.6186756149329768,437.2490000000001,447.6519359318074,426.8460640681928,0.0,0.0,435.3196302095647,1.0,0.8992509451050141,1.0
7233,2021-10-19,448.92,450.71,448.27,450.64,441.8893,46996832,0.8727399090945482,1.9931324192220201,-1.1203925101274719,438.0995,449.8711616924412,426.32783830755875,1.0,0.0,435.9017661001527,1.0,0.9714079958452189,1.0
7234,2021-10-20,451.13,452.732,451.01,452.41,443.625,49571566,1.6980967190488059,2.254791383341022,-0.5566946642922164,438.82699999999994,452.14621934654156,425.5077806534583,1.0,0.0,437.1684915919813,1.0,1.0,1.0
7235,2021-10-21,451.77,453.829,451.31,453.59,444.7821,41305441,2.4195233169439803,2.3809743849889573,0.03854893195502296,439.3475,454.04843313369224,424.6465668663078,0.0,0.0,438.39104695573707,1.0,1.0,1.0
7236,2021-10-22,453.13,454.67,451.05,453.12,444.3212,58845090,2.91967779316451,2.3049030889675897,0.6147747041969204,439.808,455.58907296736476,424.02692703263523,0.0,0.0,440.4631328891095,0.9642448807074927,0.9960272089674991,0.9880816269024968
7237,2021-10-25,454.28,455.9,452.39,455.55,446.704,45214512,3.4721101857228973,2.2858683852207813,1.1862418005021158,440.45349999999996,457.6387742486493,423.2682257513506,0.0,0.0,441.94369823519844,1.0,0.9920544179349978,0.9880816269024968
7238,2021-10-26,457.2,458.49,455.56,455.96,447.106,56075121,3.8980659327617673,2.169459305807721,1.728606626954046,441.56550000000004,459.7151495558811,423.415850444119,0.0,0.0,444.1602724843083,1.0,0.9880816269024968,0.9880816269024968
7239,2021-10-27,456.45,457.16,453.86,453.94,445.1253,72438000,4.026229940467374,1.8380986508106623,2.1881312896567118,442.53999999999996,461.14405224679007,423.93594775320986,0.0,0.0,445.4741296422893,0.833183810126583,0.9735192857268403,0.9443946033755269
7240,2021-10-28,455.46,458.4,455.45,458.32,449.4202,51437941,4.430162083935102,1.793624635422712,2.6365374485123896,443.99899999999997,462.74695231488755,425.2510476851124,0.0,0.0,446.8558662550854,1.0,0.9589569445511836,0.9443946033755269
7241,2021-10-29,455.87,459.56,455.56,459.25,450.3322,70162414,4.770334993102779,1.7070380356723112,3.0632969574304676,445.2495,464.5549836510589,425.94401634894115,0.0,0.0,448.610035825295,1.0,0.9443946033755269,0.9443946033755269
7242,2021-11-01,460.3,460.7021,458.2,460.04,451.1068,48433641,5.045509380705994,1.5857699386204205,3.4597394420855734,446.81949999999995,465.5656670482609,428.073332951739,0.0,0.0,450.53412045891884,1.0,0.9629297355836847,1.0
7243,2021-11-02,460.22,462.23,460.08,461.9,452.9307,48908422,5.351979235600766,1.5137918348121535,3.838187400788612,448.2595,466.99352623573765,429.52547376426236,0.0,0.0,452.71585924987437,1.0,0.9814648677918424,1.0
7244,2021-11-03,461.3,465.15,460.83,464.72,455.6959,52509832,5.756056993873244,1.534295674467705,4.221761319405539,449.75049999999993,468.73906969340516,430.7619303065947,0.0,0.0,454.5011439300142,1.0,1.0,1.0
7245,2021-11-04,465.36,467.0,464.99,466.91,457.8434,52847090,6.181746895723506,1.567988461054374,4.6137584346691325,451.163,470.8321383644864,431.4938616355136,0.0,0.0,456.1209634674205,1.0,1.0,1.0
7246,2021-11-05,469.28,470.65,466.92,468.53,459.432,66390562,6.574048136253225,1.568231761267274,5.005816374985951,452.6965,472.7563377610916,432.63666223890846,0.0,0.0,458.04516474363663,1.0,1.0,1.0
7247,2021-11-08,469.7,470.23,468.2031,468.93,459.8242,50405191,6.8383975624659,1.4660649499839593,5.372332612481941,454.4085,473.86439399131575,434.95260600868426,0.0,0.0,459.27770393732226,1.0,1.0,1.0
7248,2021-11-09,469.32,469.57,465.88,467.38,458.3043,51149152,6.843931756080224,1.1772793148786258,5.666652441201598,456.0965,473.8265324591163,438.36646754088366,0.0,0.0,460.30162051207634,0.7036615401554202,0.967073504461713,0.9012205133851392
7249,2021-11-10,465.58,467.38,462.04,463.62,454.6173,69429648,6.470331118529316,0.6429429418621737,5.827388176667142,457.51849999999996,472.6870968698927,442.34990313010724,0.0,0.0,461.03964574540424,0.05768898281574367,0.8294457847918423,0.5871168409903872
7250,2021-11-11,465.21,465.29,463.75,463.77,454.7644,34848500,6.115853911120098,0.23077258756236496,5.885081323557733,458.582,472.3030562276131,444.86094377238686,0.0,0.0,461.80407945215194,0.07130216913157862,0.5886294172477022,0.27755089736758004
